Date,Price,Link
    2025-11-18 16:18:11,"₹5,841..00",https://amzn.in/d/eShKHUp
    2025-11-19 17:31:39,"₹5,841..00",https://amzn.in/d/eShKHUp
2025-11-20 17:59:26,"₹5,841..00",https://amzn.in/d/eShKHUp
2025-11-20 18:31:01,"₹5,841..00",https://amzn.in/d/eShKHUp
2025-11-22 17:41:40,"₹5,849..10",https://amzn.in/d/eShKHUp
